x-axis,,
second,Geoscope,Accelerometer
4.38E+00,-1.22E-02,1.08E-01
4.39E+00,3.92E-03,-8.46E-02
4.39E+00,-4.12E-03,1.08E-01
4.40E+00,1.20E-02,-8.46E-02
4.40E+00,-4.12E-03,9.23E-02
4.41E+00,1.20E-02,-1.17E-01
4.41E+00,-2.82E-02,1.08E-01
4.42E+00,-4.12E-03,-7.65E-02
4.42E+00,-2.82E-02,1.33E-01
4.43E+00,2.00E-02,-1.01E-01
4.43E+00,-4.12E-03,1.00E-01
4.44E+00,1.20E-02,-8.46E-02
4.44E+00,-1.22E-02,9.23E-02
4.45E+00,1.20E-02,-1.01E-01
4.45E+00,-4.12E-03,1.00E-01
4.46E+00,2.80E-02,-1.01E-01
4.46E+00,-1.22E-02,1.08E-01
4.47E+00,1.20E-02,-1.01E-01
4.47E+00,-2.02E-02,1.08E-01
4.48E+00,1.20E-02,-8.46E-02
4.48E+00,-1.22E-02,1.24E-01
4.49E+00,2.80E-02,-1.09E-01
4.49E+00,-1.22E-02,9.23E-02
4.50E+00,3.92E-03,-1.09E-01
4.50E+00,-3.63E-02,1.16E-01
4.51E+00,1.20E-02,-9.26E-02
4.51E+00,-2.02E-02,1.33E-01
4.52E+00,2.00E-02,-1.01E-01
4.52E+00,-1.22E-02,1.00E-01
4.53E+00,1.20E-02,-1.17E-01
4.53E+00,-2.82E-02,1.24E-01
4.54E+00,2.00E-02,-1.09E-01
4.54E+00,-2.02E-02,1.24E-01
4.55E+00,2.80E-02,-1.17E-01
4.55E+00,-2.02E-02,1.16E-01
4.56E+00,2.80E-02,-1.17E-01
4.56E+00,-2.82E-02,1.33E-01
4.57E+00,2.80E-02,-1.01E-01
4.57E+00,-2.02E-02,1.16E-01
4.58E+00,2.80E-02,-1.17E-01
4.58E+00,-3.63E-02,1.24E-01
4.59E+00,2.00E-02,-1.17E-01
4.59E+00,-3.63E-02,1.24E-01
4.60E+00,2.00E-02,-1.09E-01
4.60E+00,-2.02E-02,1.33E-01
4.61E+00,2.00E-02,-1.09E-01
4.61E+00,-2.02E-02,1.16E-01
4.62E+00,2.80E-02,-1.17E-01
4.62E+00,-2.82E-02,1.24E-01
4.63E+00,3.61E-02,-1.25E-01
4.63E+00,-2.82E-02,1.24E-01
4.64E+00,2.00E-02,-1.17E-01
4.64E+00,-3.63E-02,1.24E-01
4.65E+00,3.61E-02,-1.09E-01
4.65E+00,-2.82E-02,1.33E-01
4.66E+00,3.61E-02,-1.17E-01
4.66E+00,-2.82E-02,1.33E-01
4.67E+00,2.80E-02,-1.17E-01
4.67E+00,-3.63E-02,1.24E-01
4.68E+00,2.00E-02,-1.17E-01
4.68E+00,-2.82E-02,1.33E-01
4.69E+00,2.80E-02,-1.17E-01
4.69E+00,-3.63E-02,1.33E-01
4.70E+00,2.80E-02,-1.17E-01
4.70E+00,-2.82E-02,1.24E-01
4.71E+00,3.61E-02,-1.17E-01
4.71E+00,-2.82E-02,1.33E-01
4.72E+00,3.61E-02,-1.09E-01
4.72E+00,-3.63E-02,1.24E-01
4.73E+00,2.80E-02,-1.17E-01
4.73E+00,-2.82E-02,1.33E-01
4.74E+00,2.80E-02,-1.09E-01
4.74E+00,-2.82E-02,1.41E-01
4.75E+00,2.80E-02,-1.17E-01
4.75E+00,-2.82E-02,1.33E-01
4.76E+00,2.80E-02,-1.17E-01
4.76E+00,-3.63E-02,1.33E-01
4.77E+00,2.00E-02,-1.25E-01
4.77E+00,-3.63E-02,1.24E-01
4.78E+00,2.00E-02,-1.09E-01
4.78E+00,-4.43E-02,1.24E-01
4.79E+00,2.80E-02,-1.09E-01
4.79E+00,-2.82E-02,1.41E-01
4.80E+00,3.61E-02,-9.26E-02
4.80E+00,-3.63E-02,1.16E-01
4.81E+00,2.80E-02,-1.01E-01
4.81E+00,-4.43E-02,1.16E-01
4.82E+00,2.80E-02,-1.09E-01
4.82E+00,-3.63E-02,1.41E-01
4.83E+00,3.61E-02,-9.26E-02
4.83E+00,-3.63E-02,1.24E-01
4.84E+00,3.61E-02,-9.26E-02
4.84E+00,-3.63E-02,1.16E-01
4.85E+00,3.61E-02,-1.09E-01
4.85E+00,-3.63E-02,1.24E-01
4.86E+00,2.80E-02,-9.26E-02
4.86E+00,-4.43E-02,1.24E-01
4.87E+00,2.80E-02,-1.01E-01
4.87E+00,-4.43E-02,1.33E-01
4.88E+00,3.61E-02,-9.26E-02
4.88E+00,-2.82E-02,1.16E-01
4.89E+00,3.61E-02,-8.46E-02
4.89E+00,-3.63E-02,1.08E-01
4.90E+00,2.80E-02,-1.01E-01
4.90E+00,-3.63E-02,1.16E-01
4.91E+00,2.80E-02,-6.05E-02
4.91E+00,-2.82E-02,1.33E-01
4.92E+00,3.61E-02,-1.01E-01
4.92E+00,-3.63E-02,1.24E-01
4.93E+00,2.80E-02,-8.46E-02
4.93E+00,-2.82E-02,9.23E-02
4.94E+00,3.61E-02,-8.46E-02
4.94E+00,-3.63E-02,1.16E-01
4.95E+00,2.80E-02,-1.09E-01
4.95E+00,-4.43E-02,9.23E-02
4.96E+00,2.80E-02,-1.01E-01
4.96E+00,-2.82E-02,7.62E-02
4.97E+00,3.61E-02,-7.65E-02
4.97E+00,-2.82E-02,8.43E-02
4.98E+00,3.61E-02,-6.05E-02
4.98E+00,-3.63E-02,1.08E-01
4.99E+00,2.80E-02,-8.46E-02
4.99E+00,-2.82E-02,7.62E-02
5.00E+00,3.61E-02,-7.65E-02
